avg_rating,quest_name,type,length,description_num,description_text,game
1.928571429,Awakening,investigate,medium,9,"I have been asked by the Dawnguard to investigate the situation with the Vigilants of Stendarr.\nWe need to know what kind of threat these creatures pose to us. I'm going to send one of my best hunters, Tolan, to help you. He'll give you a crossbow and tell you how to use it.\nYou'll also want to bring me a piece of the Dawnguard fortress that was taken during the attack on Dimhollow Crypt. It may contain clues about where the enemy has gone.",skyrim
2.166666667,Awakening,investigate,medium,10,"I've got something I need to show you. It's about the Dawnguard and the Vigilants of Stendarr.\nThe Dawnguard have been working on rebuilding our fortress. They're making progress, but it takes time. We need to figure out what we're going to do with the Dawnguard Fortress.\nWe know that there are vampires looking for new hosts. If we could find them, we'd have a better chance of defeating them. But finding them won't be easy.\nIf you go to Dimhollow Crypt, talk to Tolan. He'll tell you more.",skyrim
1.888888889,The Golden Claw,fetch,short,1,"I'm Lucan Valerius. I run a small but busy store here in Bleak Falls Barrow.\nA thief stole my gold dragon claw! It's gone now! I don't know where it went, but I'll get it back.\nYou want to recover my lost treasure? Go ahead. You have no idea how much money I'd make on that claw.",skyrim
1.6,The Golden Claw,fetch,short,2,"I'm Lucan Valerius. I run a small business here in Bleak Falls Barrow. It's not much, but it pays well enough.\nA few weeks ago, someone stole my golden dragon claw. I don't know who did it, but they took it right out of my store. Now I need you to get it back.\nIf anyone sees my golden dragon claw, they'll think I've lost it. But I do have one more thing for you. You're going to get some money for me. Just make sure that whoever gets your gold knows what happened.",skyrim
2.055555556,The Golden Claw,fetch,short,3,"I've been robbed! I don't know how many times I've had to close my doors and call on you all to help me out. But it seems that one thief has taken everything I have... or so they say.\nThey took away my gold dragon claws. They were worth quite a bit of money, but now I'm left with nothing. I need them back as soon as possible.\nIf you happen to see anything suspicious while traveling through Bleak Falls Barrow, please let us know.",skyrim
1.705882353,The Golden Claw,fetch,short,4,"I'm Lucan Valerius. I run a small but busy store here in Bleak Falls Barrow.\nA thief stole my gold dragon claw! It was taken by someone who has been plaguing me with all sorts of odd requests lately. He even asked if he could have it back.\nIf you want to get your hands on that golden claw, you'll need to track down its owner. If anyone sees him, they'll know what happened.",skyrim
1.846153846,The Golden Claw,fetch,short,5,"I'm Lucan Valerius, and I run a little shop here in Bleak Falls Barrow. I've got a lot of stuff here, but it all comes with a price tag. And that price tag is... well, you know what they say about money. It makes everything worth having.\nA few weeks ago, my goldsmithing apprentice stole one of my most prized possessions - a golden dragon claw! Now I need it back. He's gone into hiding somewhere out west, and I don't have much hope of catching him. But if you could get me that claw, I'd be grateful.",skyrim
1.666666667,The Golden Claw,fetch,short,6,"I'm Lucan Valerius. I run a small business here in Bleak Falls Barrow. My name is Lucan Valerius.\nA thief stole my gold dragon claw! It was taken out of my store and hidden away by some other thieves. They're still looking for it.\nIf you could recover my gold dragon claw, that would make me very happy.",skyrim
2.388888889,The Golden Claw,fetch,short,7,"I've been robbed! I'm sorry... my shop has been ransacked. I don't know what happened, but someone took my gold dragon claws and ran off with them.\nSomeone stole all of my gold dragon claws! I need you to get me those claws back. They're worth quite a bit of money.\nYou'll have to go into the Bleak Falls Barrow  and recover the golden dragon claws yourself. There's no telling where they might end up.",skyrim
1.882352941,The Golden Claw,fetch,short,8,I'm sorry I didn't have time to give you something special today.\nA thief stole my golden dragon claw! It's gone now! You'll need it to open the door to the tomb that leads to Bleak falls Barrow.\nGet your hands on the golden dragon claw and get out of here!,skyrim
2.705882353,The Golden Claw,fetch,short,9,"I've been robbed! I'm sorry, but I don't have much money left. But if you find my gold dragon claw, I'll give you some coin.\nYou want to get that gold dragon claw? You're going to need to go into Bleak Falls Barrow and steal it. It's not easy to do, though. There's a big group of people guarding the place. They won't let anyone else in.",skyrim
1.470588235,The Golden Claw,fetch,short,10,I'm Lucan Valerius. I run a small business here in the city of Bleak Falls Barrow. My customers are all too happy with my wares and they don't know how much I make.\nMy shop has been robbed! Thieves have taken everything that isn't nailed down! I need you to recover what we can before someone else takes it. I'll pay you well for your services.,skyrim
1.384615385,Pilgrimage,delivery,medium,1,"I am Alessandra, a priestess of Arkay. I was born into a family that didn't have much money. My mother died when I was young, leaving me with my father, who had little education or skill. He was a poor farmer, but he loved his wife very much. They were happy together until she passed away.\nMy father never married, though. He always lived alone. He spent most of his time tending to his fields. One day, while we were out on our farm, my mother fell ill. She told him that she couldn't go on any longer. When she finally passed away, my father took her body home and buried her there.\nHe never said why he did it, but he thought it would be better if she was laid to rest with someone else. So he brought her body here to Whiterun. It was a sad day for us all, but it was also a good one. Now, I'm going to ask you to do something for me.\nMy father gave me this ceremonial dagger as a gift. I don't know what happened to it, but I've been using it ever since. I think it might be useful to you. Bring it to Andurs at the Hall of the Dead. He'll give it to you.",skyrim
2.0625,Pilgrimage,delivery,medium,2,"I am Alessandra, a priestess of Arkay. I was born into a family that never wanted me to follow my own path. My mother died when I was young, leaving behind two children. I was raised by my father, who was a poor farmer. He was kind and gentle, but he had no business being a priest.\nMy father was a good man, but his religion made him weak. He became obsessed with the gods, and would do anything to please them. When I was little, he told me about how his ancestors were buried in Whiterun. It seemed strange to me then, but now I know why.\nHe took me on a pilgrimage to the Hall of the Dead. There, we met Arkay, the god of burial and funerals. He gave us a ceremonial dagger as a gift. It has been passed down through generations, and is now with Andurs. I don't have much use for it myself, but I give it to you anyway.",skyrim
2.173913043,Pilgrimage,delivery,medium,3,"I was born into a family that had been doing business in Whiterun for generations. My mother was a skilled healer who always made sure I received proper education.\nMy father died when I was young, leaving my mother with nothing but his possessions. She never remarried and spent most of her life caring for those things.\nAs a child, I often wondered what happened to him. As I grew older, I began to realize how much he meant to me. He would have wanted me to follow in his footsteps.\nWhen I became a priest of Arkay, I knew I needed to find out what happened to my father. I found out that he was killed by bandits while traveling through Whiterun.\nAfter I returned home, I decided to bury him in the Hall of the Dead. But now, I don't know if I'm ready to do that yet. I've heard rumors about people being buried there. Perhaps you could help me?\nBring my ceremonial dagger to Andurs in the Hall of the Dead.",skyrim
2.076923077,Pilgrimage,delivery,medium,4,"I am Alessandra, a priestess of Arkay. I was born into the Church of Arkay, but my parents were both killed by bandits. My mother wanted to follow in her mother's footsteps as a priestess, but she died before she could do that. My father was a good man who never had a chance to live his life to its fullest. He was killed by a group of thieves when he was young. I have always felt that my mother would have been proud of me if she knew what I've done.\nMy mother gave me this dagger as a symbol of our family. It belonged to my father. I don't know why I'm giving you this, but I think it might mean something to you. If you ever need to talk about your father, come see me.\nIf you find yourself in Whiterun, please take this ceremonial dagger. Bring it to Andurs, the caretaker of the Hall of the Dead.",skyrim
1.785714286,Pilgrimage,delivery,medium,5,"I am Alessandra, a priestess of Arkay. I was born into the priesthood, but my parents were both priests. My mother died when I was young, and my father became a caretaker of the Hall of the Dead. He took me under his wing and taught me everything he knew about death and burial. But as I grew older, I felt that my life would be better served by becoming a priest myself.\nMy father always said that if I ever needed to know something, I could ask him. So I asked. And he told me that he had no use for me as a priest. He wanted me to bury his body, and take care of his ashes. I agreed, and set out on my journey.\nAs I traveled, I came upon a place called Hall of the Dead. It is a large hall filled with graves and bodies interred there. There is a great deal of work going on there, and most people don't even realize what they're doing. Some of them have never seen a coffin or hear the sound of bones being crushed.\nI found a small chamber off to one side. Inside was a small crypt, and inside that was a grave. A very old grave. I dug up my father's body and laid it down in the crypt. Then I brought my ceremonial dagger to Andurs, who was caring for the remains. He accepted it gratefully, and buried it with honor. Now I'm here, asking you to do the same.",skyrim
1.666666667,Pilgrimage,delivery,medium,6,"I was born into a family that never had much money. My mother died when I was young, leaving me and my sister to fend for ourselves. We were orphans, but we survived. My father always said he wanted us to have something special, something better than what we had. He told me to follow my heart and become a priest of Arkay.\nHe taught me many things, but one thing he didn't teach me was how to make peace with people who've passed on before you. He never even gave me a chance. I don't know why he didn't give me that opportunity. Maybe because he knew I would fail. But now I'm here, and I need your help.\nMy father was a warrior. He loved his job as a warrior. When he was killed by bandits, he left behind a sword. It was a beautiful blade, made from ebony. He used it to kill the men who took him away from us. They cut off my mother's head, and then they cut my father's throat open. I was only six years old at the time.\nThey buried my father and my mother together. That was over two centuries ago. Since then, my father has been gone. I haven't seen him since. I've heard rumors about him being buried somewhere in Whiterun. If you could find out where he's buried, I'd gladly pay you well. Bring my ceremonial dagger to Andurs in the Hall of the Dead.",skyrim
2.25,Pilgrimage,delivery,medium,7,"I am Alessandra, a priestess of Arkay. I was born into a family that valued tradition above all else. My mother died when I was young, leaving me my father, who was always too busy to attend his duties as a priest.\nMy father never wanted to follow the path of a priest, but he was always very kind to everyone around him. He was also quite talented in many things, including being a skilled smith. I think he may have been a blacksmith.\nHe was a good man, and he would have made a fine priest if he had chosen to do so. But he didn't. Instead, he became a caretaker for the local graveyard. It was a difficult decision for him, because he loved the people of Whiterun.\nSo, I took up the mantle of a priestess of Arkay. And I've done nothing but honor my father by doing what needs to be done.\nBut now, I'm going to ask you to help me make peace with my father. He has been dead for generations, and there's no telling how long we'll need to wait before someone will take care of his remains.\nBring my ceremonial dagger to Andurs at the Hall of the Dead. Then bury it with my father's remains.",skyrim
2.333333333,Pilgrimage,delivery,medium,8,"I was born into the priesthood of Arkay. My mother died when I was young, but my father wanted me to follow in his footsteps. He was a good man, and he left behind many things that were important to me. But I never wanted to follow in his footsteps.\nMy father always said that if I ever became a priest of Arkay, I would have to give up my family. So I decided to go into hiding. I hid out in the wilderness until one day I came across a group of people who needed someone to bury their dead. They told me about a place called the Hall of the Dead. It was a temple dedicated to Arkay. I didn't know what to expect, but they seemed nice enough.\nThey gave me the ceremonial dagger as a reward. I had no idea what it meant, but I took it anyway. Now I'm going to give it to you. It has been passed down through generations of priests here in Whiterun. If you return it to Andurs, it will mean peace between us.",skyrim
2.181818182,Pilgrimage,delivery,medium,9,"I was born into a family that valued tradition above all else. My mother wanted me to follow in my father's footsteps as a priest of Arkay. But I never felt I fit in.\nMy mother died when I was young, leaving behind a small inheritance. It wasn't enough to keep up with our growing expenses. So we sold everything and moved to Whiterun.\nBut my father always seemed distant. He would rarely speak to us. When he did, it was only about business or something trivial. And he didn't even seem to miss his wife. We were always on edge around him.\nIt got worse after my mother passed away. I had no one left to turn to. So I decided to leave the religion behind. I'm sorry if you're already a priest of Arkay, but I don't think I could bear to live by your example.\nYou have to help me make peace with my father. He was a good man, but he was also very demanding. If I let go of what I am now, then who will take care of me?\nBring my ceremonial dagger to Andurs in the Hall of the Dead.",skyrim
2.666666667,Pilgrimage,delivery,medium,10,"I was born into the priesthood of Arkay. My mother wanted me to follow my father into the service of his people, but he would never allow that. He died before I could even say my vows as a priestess.\nMy mother took my father's body and buried him in Whiterun. She said she had no choice. But I have always been curious about what happened after he died. So I asked around. Nobody knew. And I've learned that many of the old men who were supposed to take care of my father's remains were too busy with other things.\nSo I ask you to help me find out what really happened. Bring my ceremonial dagger to Andurs in the hall of the Dead. It will tell us what happened to my father.",skyrim
1.625,Weather the Storm,other,medium,1,"I am Legate Rikke, your commanding officer in the Imperial Legion. I have been sent here by Emperor Uriel Septim VII himself.\nMy name is Legate Rikke. You must listen carefully because it may affect you personally. We have learned that there has been a plot against us within the ranks of the Imperial Legion. It appears that one of our own has betrayed his comrades and led them into a trap.\nIt was a traitor named Ulfric. He has led the Stormcloaks into a false sense of security and they have begun preparations for an attack on Skyrim. They have also taken up arms against the Empire. We need to put a stop to this before we lose more men than we gain.\nWe cannot allow this to happen. Our enemies are many, but they are not all the same. Some are loyal to the Empire while others are traitors. If we do nothing, then we risk losing even those who were loyal to us. I ask you to help me save my men.\nGo to Whiterun. There you will find ulfric, the traitor, and his followers. Tell them to lay down their weapons and come out of hiding. Do this, and you will earn your reward.",skyrim
1.9,Weather the Storm,other,medium,2,"I am Legate Rikke, your commanding officer in the Imperial Legion. I have been asked by Emperor Uriel Septim VII to speak to you as he has asked me to do.\nYour fellow legionnaires have requested that I address them personally. They fear for their lives if they remain here. You must go with me.\nThe Emperor has given us orders to defend Skyrim against the Stormcloaks. We will send a message to the leaders of the rebel Jarls who support Ulfric.\nYou must go to Whiterun and help defend it. It is not safe there now.",skyrim
2.761904762,Weather the Storm,other,medium,3,"I am glad you're here! I've been looking for someone to talk to about our situation in Skyrim.\nWe have been fighting a losing battle against the Stormcloaks for months now. They seem unstoppable. But we must not give up hope. We must keep them busy while we prepare for the inevitable attack on Skyrim.\nIf we do nothing, they will take over all of Skyrim. That would mean the end of everything that has ever been built there. And it would also mean the end of us as well.\nYou are going to help me stop these rebels by going to Whiterun. There you will meet with Ulfric and his men. He is the leader of the Stormcloaks. If he does not listen to reason, then we will destroy him and his people.\nGo!",skyrim
2.125,Weather the Storm,other,medium,4,I have a special assignment for you. I need you to help me defend Skyrim against the Stormcloaks.\nWe're not going into battle unprepared. We'll send a message to the Jarls that support Ulfric. They must realize they cannot win if we do not fight back.\nGo to Whiterun and tell them what you've learned about the Stromcloaks. Tell them that the Imperial Legions will not tolerate any more attacks on our people.,skyrim
1.695652174,Weather the Storm,other,medium,5,"I am glad you're here. I have something for you that may interest you.\nThe Emperor has sent us a message through one of his agents. It concerns the fate of Skyrim.\nIt appears that the Stormcloaks have invaded our lands. They have already begun laying siege to Whiterun. We must act quickly to defend ourselves.\nWe need to go to Whiterun and speak with Ulfric. He is the leader of the Stormcloaks. He is also known as Ulfric.\nHe is a very wise man. If we could convince him to join us against the Stormcloaks, it would mean the difference between victory or defeat for us all.",skyrim
2.157894737,Weather the Storm,other,medium,6,"I am Legate Rikke, your commanding officer in the Imperial Legion. I have a special assignment for you.\nWe must defend our position in Skyrim against the Stormcloaks. They have invaded the city! We need to stop them before they spread their evil influence throughout the region.\nGo to Whiterun and tell Ulfric that we are here to help. Tell him that we are going to send a message to the other leaders of the rebellion.\nTell all those people that we are coming to save them.",skyrim
1.842105263,Weather the Storm,other,medium,7,"I am Legate Rikke, your superior in the Imperial Legion. I have been sent here by Emperor Uriel Septim VII himself.\nIt has come to my attention that there is a threat against our position in Skyrim. It appears that the Stormcloaks have taken over the local government. We must act quickly if we wish to save our people.\nWe need you to help us stop the Stormcloaks. They have infiltrated the local government and are using it as a base for their operations.\nGo to Whiterun and tell Ulfric what you see. He will immediately begin working on a plan to deal with the rebels. You may also speak with any other officers or soldiers you encounter.\nIf you cannot get to the front lines yourself, then call upon me.",skyrim
2.0,Weather the Storm,other,medium,8,"I have something I need you to do for me. It's urgent, but not critical.\nWe're going to send a message to Ulfric and the other Jarls that support them. They've been ignoring our pleas for help. We'll give them what they want.\nIf we don't act soon, it could get worse. The Stormcloaks have taken over most of the cities in Skyrim. They're attacking everywhere.\nThey've already overrun the city of Whiterun. There's no telling how many more they'll take.",skyrim
2.666666667,Weather the Storm,other,medium,9,"I am Legate Rikke, your superior in the Imperial Legion. I have a special assignment for you.\nA few days ago, we received word that the Stormcloaks had invaded Skyrim. We sent our best men to stop them, but they were defeated by the enemy. Now, we must send a message to the leaders of the rebels so they know what has happened.\nGo to Whiterun. There, meet up with Ulfric and his men. Tell them that the Imperial Legion will not tolerate any further attacks on Skyrim. They need to know that if they do not surrender, we will attack them all.\nWe'll also give you a small reward for your help.",skyrim
2.130434783,Weather the Storm,other,medium,10,"Greetings! I am Legate Rikke, your commanding officer in the Imperial Legion.\nI have been asked by my superior to address you directly. You are all aware that the Empire has been invaded by a foreign enemy. We have no choice but to act quickly to defend our borders.\nWe must also prepare for the possibility of further attacks on our people. It would appear that the Stormcloaks have begun their advance into Skyrim.\nIt is imperative that we secure the city of Whiterun as soon as possible. If we do not, it may well become another point of attack against us.\nGo to Whiterun and tell Ulfric what you have learned. He will give you instructions. Then return to me.",skyrim
2.19047619,The Impatient Jarl,delivery,short,1,"Hello! I'm Aeri, and I own Anga's Mill.\nI have some work for you. It's important, so I'll give it to you straight up. You're going to deliver a note to Skald the Elder, the Jarl of Dawnstar. He's got some pressing business with one of his men, and needs to know what's wrong.\nIf you do this job well, I'll pay you well.",skyrim
1.947368421,The Impatient Jarl,delivery,short,2,"Hello! I'm Aeri, and I own Anga's Mill.\nI have some work for you. It involves Skald the Elder, the Jarl of Dawnstar. He wants more lumber. You'll need to find him and give it to him.\nHe has been demanding more lumber for months now. I've tried everything, but nothing seems to help. I think he might just want more lumber.\nFind out what he needs, then deliver the letter to him.",skyrim
2.533333333,The Impatient Jarl,delivery,short,3,"Hello there! I'm Aeri, and I run Anga's Mill.\nI've got some work for you. It'll make your day better than it already is.\nYou're going to deliver a letter to Skald the Elder. He's the Jarl of Dawnstar. He's always complaining about how long it takes to get wood.\nHe wants more lumber so he can build more houses. If you could bring him some, he'd be grateful.",skyrim
2.0,The Impatient Jarl,delivery,short,4,"I'm Aeri, and I own Anga's Mill.\nYou're going to deliver a note to Skald the Elder, the Jarl of Dawnstar. He wants some more lumber for his sawmill.\nHe won't take no for an answer.",skyrim
2.5,The Impatient Jarl,delivery,short,5,"I'm Aeri, and I own Anga's Mill! You're going to help me out here!\nSkald the Elder wants some lumber for his mill. He doesn't want it from us, but we have to give him what he wants.\nYou'll need to go to Dawnstar and find Skald the Elder. He has been waiting for a shipment of lumber from us for weeks now. He won't wait any longer.",skyrim
1.125,The Impatient Jarl,delivery,short,6,"I'm Aeri, and I run Anga's Mill.\nJarl wants some more lumber for his mill, but he won't give it to me! He says it'll take too long to find someone else who needs it.\nCan you help him? I've got a delivery to make to Skald the Elder of Dawnstar. Tell him that if he doesn't hurry up with the lumber, I'll have to close my doors on all my customers.",skyrim
2.533333333,The Impatient Jarl,delivery,short,7,I'm sorry I haven't been able to see you lately. I've had some business problems here at Anga's Mill and it took me time to sort out. But now I have my hands full with the new taxes on our sawmills!\nYou're going to help me deal with those taxes. You'll need to find Skald the Elder. He's the Jarl of Dawnstar. He's always complaining about how much money we owe him. He won't take no for an answer so I thought I'd send you to do it for me.\nFind him and give him this note.,skyrim
1.666666667,The Impatient Jarl,delivery,short,8,"Hello! I'm Aeri, and I own Anga's Mill.\nI've got some work for you. It'll take a little time, but it's important.\nYou're going to deliver a note to Skald the Elder. He's the Jarl of Dawnstar. You have to convince him that we need more lumber.\nHe's impatient, so he wants more lumber now.",skyrim
2.1875,The Impatient Jarl,delivery,short,9,"I'm sorry for not getting your message sooner. I was busy with my own business. But now I have another matter to attend to.\nThere is a problem here at Anga's Mill. It has been bothering me for some time now. Skald the Elder, the Jarl of Dawnstar, has become very impatient and demanding. He wants more lumber. And he doesn't care who gets it.\nHe thinks it would make him look good if he had more wood. So I've decided to give him what he wants. You must go to Dawnstar and deliver a note to Skald the Elder. Tell him that I'll do whatever I can to help him out.",skyrim
1.666666667,The Impatient Jarl,delivery,short,10,"I have a problem here at Anga's Mill. It's not just any problem, it's one I've been trying to solve for years.\nIt's called Skald the Elder. He's the Jarl of Dawnstar and he doesn't seem to care about anything but getting more lumber.\nHe keeps demanding more lumber and when we don't give him enough, he gets angry. He even threatened to burn down our mill if we didn't produce more.\nWe're producing too much lumber already and there isn't enough left over to pay him back. So I'm going to send a letter to him.",skyrim
1.888888889,Get Outfitted,fetch,short,1,"I'm sorry, but I don't have any more armor that I can give you. I've been working on it all day and I haven't even finished making my last batch!\nIf you want your own armor, then you'll need to make your own. It takes time, but it's worth it. You just need to find something with a good amount of protection. Light armor is best, because it doesn't weigh as much. Medium armor is better than heavy, so if you're going to be fighting in the wilderness, you might as well go for the heaviest. Heavy armor isn't very useful in cities, though.",skyrim
2.4,Get Outfitted,fetch,short,2,I've got a job offer for you!\nYou're looking for a new set of armor? I can give it to you for free. Just take your pick of any armor and I'll make sure it fits. You just have to tell me what kind of armor it is.,skyrim
2.52173913,Get Outfitted,fetch,short,3,"I've got something I'd like to show you. It's not much, but it'll do nicely.\nYou're going to get your own set of armor. Get out there and pick up some light, medium, or heavy armor. If you can't find what you need, come back here when you have.",skyrim
3.0,Get Outfitted,fetch,short,4,"I'm glad you're here! I've got something for you.\nYou want your own armor? You can have it. It'll be light, medium, or heavy depending on what you need. Just pick out whatever suits you best and bring it back.",skyrim
1.733333333,Get Outfitted,fetch,short,5,"I've got something I need you to do. It's not much to look at, but it'll keep you warm and protect you from frostbite in cold weather.\nYou're going to take a look around my forge. There's a lot of things there that might interest you. You can have anything you want.",skyrim
3.333333333,Get Outfitted,fetch,short,6,I'm glad you're here! I've got something special for you today.\nYou can have your choice of any kind of armor I make. Just pick out what suits you best and bring it back to me.,skyrim
1.2,Get Outfitted,fetch,short,7,"I'm sorry, but I don't have any more armor that you can take off my hands.\nIf you want to wear it, then go ahead and do so. But I'll be working on another batch soon.",skyrim
2.7,Get Outfitted,fetch,short,8,"I've got something I'd like to show you. It's not much, but it'll do nicely. You can have my old armor if you want.",skyrim
1.636363636,Get Outfitted,fetch,short,9,"I'm Beirand, and I'll be your new armorer! You're going to help me make my own armor!\nYou can have any kind of armor you want, but I need it to fit you properly. If you don't like what I've made for you, I'll give you another piece. But if you do like it, you can keep it.",skyrim
1.259259259,Get Outfitted,fetch,short,10,"I've got something you might be interested in. I'm going to give it to you for free. It's a special order that we don't make very often.\nIt's called armor. You can have any kind of armor you want, but you'll need to pay for it. That's why we're giving it to you today. We'll even let you keep your old gear if you like.",skyrim
3.071428571,Trinity Restored,other,long,1,"I am Karliah, a fellow member of the Thieves Guild. I have heard that you would like to become a member of our organization.\nYou must take the Oath of the Nightingales. It requires that you fulfill certain obligations in order to earn your membership.\nThe task is difficult, but not impossible. You must first perform the ritual to become a member of the Nightingales. This can be done at the Twilight Sepulcher temple of Nocturnal. There you will swear to protect the Twilight Sepulcher and everything within it, and upon your death, your spirit will be bound to the Twilight Sepulcher as one of its guardians.",skyrim
2.6875,Trinity Restored,other,long,2,"I am Karliah, a fellow member of the Thieves Guild. I have been asked by the Thieves Guild to perform a special task for you.\nIt is a difficult but necessary duty. You must take up the challenge to become a member of our order. This is not something that can be taken lightly.\nYou must first undertake the ceremony to become a member of the Nightingales. It is a dangerous task, but it is your only chance at attaining the power and knowledge befitting a Nightingale.\nWhen you return from the Twilight Sepulcher, you will find yourself in the presence of Nocturnal, the goddess of thieves. She will explain the details of the oath to you. Do this, and you will join the ranks of the Thieves Guild.",skyrim
2.277777778,Trinity Restored,other,long,3,"I am Karliah, a fellow member of the Thieves Guild. I have heard that you wish to take up the mantle of a Nightingale?\nIf you do so, it would mean much to me. But before you accept my offer, there must be something you can give me in return.\nYou must swear on your honor to serve the Thieves Guild faithfully, and fulfill your obligations to us. Do this, and you shall be rewarded by all that we possess. You will also be able to learn more about what makes us unique than anyone else.\nNow, I know that many people would turn away from such a task. However, I ask you to consider our request. We are not asking you to join the Thieves Guild; rather, we are asking you to serve us. This is a difficult choice, but if you refuse, then I fear for your soul.\nAs for the oath itself... It is simple enough. When you are ready, go to the Twilight Sepulcher. There you will find a woman named Nocturnal. She will explain the details. Then, after you have sworn, you must perform the ritual.",skyrim
2.055555556,Trinity Restored,other,long,4,"I have been asked by my fellow Thieves Guild members to give you a task. I am sorry that it has taken so long to find someone who can fulfill it.\nIt is a difficult task, but we must do what needs to be done. We must deal with Nocturnal.\nWe must bind him to us in order to serve our cause. He is a thief god, and he is very powerful. We must use his powers to help us.\nThe only way to make this happen is through the ceremony of the Nightingales. It is a time of great sacrifice and great honor. This is not something that any of us can refuse. You must go to the Twilight Sepulcher and take up your new position as a Nightingale.",skyrim
2.555555556,Trinity Restored,other,long,5,"I am Karliah, a fellow member of the Thieves Guild. I have heard that you would like to take up the mantle of being a Nightingale? Well, it is my pleasure to offer you the opportunity!\nYou must make your way through the Thieves Guild to become a full member of our organization. You must prove yourself worthy by undertaking the Thieves Guild's most difficult task yet... the binding of the soul of a thief to the Twilight Sepulcher.\nThe task requires the utmost skill and devotion. It is not something anyone can do lightly or easily. To succeed in this task, you must first undergo the ceremony to become a Nightingale. This is done at the Twilight Sepulcher itself. There you will learn what it means to serve the Thieves Guild, and how to best protect the Twilight Sepulcher. Once you are a Nightingale, you will then go on to the Twilight Sepulcher's temple of Nocturnal. Here you will meet with the other members of the Thieves Guild. From there, you will undertake the oath with Nocturnal.\nOnce you have completed the oath, you will be granted all of the power and knowledge befitting a Nightingale.",skyrim
1.666666667,Trinity Restored,other,long,6,"I am Karliah, a fellow member of the Thieves Guild. I have been asked by my superiors in the Thieves Guild to perform a special task for you.\nIt has come to my attention that there exists a cult of Nocturnal worshiping at the Twilight Sepulcher. This cult seeks to bind itself to the Twilight Sepulcher through ritualistic means. They believe that they can achieve this through the binding of your soul to the Twilight Sepulcher as one of its guardian spirits.\nMy superiors have agreed to allow me to undertake this task. In return, I shall give you all of the power and knowledge befitting a Nightingale. You must make your way to the Twilight Sepulcher temple of Nocturnal. There you will be given the opportunity to take the Oath of the Thieves Guild.",skyrim
2.071428571,Trinity Restored,other,long,7,"I am Karliah, a fellow member of the Thieves Guild. I have heard that you would like to take on the task of becoming a member of our order.\nWe offer you the opportunity to join us in our work, but only if you fulfill certain obligations. First, you must make a contract with Nocturnal. He is the goddess of thieves, and has been known to grant her followers great wealth and power. You must swear by him that you will protect his temple and everything within it. This is your first test. If you fail, then you may never serve in our order again.\nIf you succeed, you will gain all of the power and knowledge befitting a Nightingale. We also give you the title of ""Nightingale."" In addition, we provide you with the training and equipment necessary to help you become a true warrior.\nYou will go into the Twilight Sepulcher, where you will perform a number of tasks for us. When the time comes, you will enter the Oath of the Thieves Guild. It is a contract between you and the Thieves Guild itself. Do not break the contract or else you will forfeit your membership of the Thieves Guild.\nDo you accept?",skyrim
2.615384615,Trinity Restored,other,long,8,"I have heard that you've been chosen by Nocturnal to take up the task of becoming a Nightingale.\nYou must accept my offer, and fulfill your destiny! I am Karliah, a fellow member of the Thieves Guild. You must go to the Twilight Sepulcher in the temple of Nocturnal, and perform the ceremony to become a Nightingale.\nIt is not easy to serve as a Nightingale. It requires great skill, and great devotion. But it also means that you will have all of the power and knowledge befitting a Nightingale.\nDo this, and you will be rewarded beyond measure.",skyrim
2.363636364,Trinity Restored,other,long,9,"I am Karliah, a fellow member of the Thieves Guild. I have been asked by my superior to perform the task of binding you as a Nightingale.\nMy superior has asked that we make use of your skills in the most difficult of tasks. He has also requested that you undertake a contract which would require you to commit acts of thievery on behalf of the Thieves Guild.\nWe have been tasked with the protection of the Twilight Sepulcher. We must protect it from those who would harm it or destroy it. You must take up the task of protecting the Twilight Sepulcher. This task may seem daunting at first, but there is no greater reward than serving the Thieves Guild well.\nYou must go to the Twilight Sepulcher temple of Nocturnal. There you must witness the ritual of becoming a Nightingale. When you do so, you will acquire all the powers and knowledge befitting a Nightingale. This includes the ability to steal anything, including gold, valuables, and even souls!\nOnce you have completed the ceremony, you will then be able to serve the Thieves Guild as a Nightingale.",skyrim
2.142857143,Trinity Restored,other,long,10,"I am Karliah, a fellow member of the Thieves Guild. I have been asked by the Thieves Guild to perform a special task for you.\nIt is my sworn duty to protect the Twilight Sepulcher, and anything that lives in it. This includes the Thieves Guild itself.\nIn order to fulfill my duties, I must take an Oath of Service to Nocturnal. You will swear your life to serve the Thieves Guild, and then we shall discuss what form of service you wish to pursue.\nAs a Nightingale, you will be given the full power and knowledge befitting a Nightingale. In addition, you will be granted the title of ""Nightingale."" This means that you will possess the same abilities as those who hold the rank of Thieves Guild member. However, you will not be able to use any Thieves Guild powers until you have completed the ceremony.\nYou will also be required to defend the Twilight Sepulcher when the time comes. When the time comes, you will die. But before you do so, you must make certain that your soul is truly yours. If you fail, your body will remain where it lies, but your soul will join the Twilight Sepulcher as one of its guardians.\nIf you accept this contract, you can rest assured knowing that you have fulfilled your obligations. Now, go!",skyrim
